AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,10.9,7.8,4.1,4.8,8.4,6.4,4.5,2.2
Cash_from_Operations,12.2,9.8,11.2,13.7,-1.4,3.4,2.3,-3.5
Diluted_EPS,0.518,-0.38,0.104,0.152,-0.258,-1.016,-0.753,-0.679
Goodwill_Intangibles,50.3,16.4,17.4,1.6,1.6,0.1,0.1,0.1
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.6
Net_Income,6.4,-4.4,1.2,1.8,-2.7,-10.0,-6.9,-6.2
Revenue,81.0,58.2,45.7,40.8,34.8,23.8,15.5,11.8
Shares_Diluted,12.3177,11.6476,11.7303,11.8463,10.569,9.8271,9.1129,9.1129
Total_Assets,122.7,72.3,66.3,60.6,47.1,36.2,16.1,14.6
Total_Liabilities,61.8,38.5,32.0,33.3,30.0,24.0,31.2,22.9
