AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.3,0.4,0.9,0.9,0.5,,,0.0,0.4
Cash_from_Operations,-104.5,633.9,-377.5,201.0,-138.0,65.5,30.7,30.0,174.5
Diluted_EPS,-0.218,-4.148,-0.376,-6.916,-1.622,3.141,6.402,-0.677,-0.935
Goodwill_Intangibles,0.7,0.3,41.5,65.3,280.6,262.3,201.3,24.8,36.0
LT_Debt,66.5,64.4,70.4,69.8,70.0,102.1,106.4,42.1,35.9
Net_Income,-4.7,-88.2,-8.0,-145.4,-31.5,46.7,80.8,-8.7,-8.2
Revenue,66.3,,90.6,105.0,138.7,297.8,167.0,44.1,88.4
Shares_Diluted,21.332,21.251,21.189,21.026,19.438,14.856,13.045,9.344,8.749
Total_Assets,2022.8,2369.3,3546.3,3647.9,4681.7,4863.7,5210.9,5578.6,5718.3
Total_Liabilities,2012.8,2353.7,3442.0,3537.8,4416.6,4632.7,5096.4,5553.6,5692.5
