AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
Capital_Expenditures,1.0,0.9,1.6,0.7,1.5
Cash_from_Operations,-8.3,-23.2,-1.1,6.5,8.9
Diluted_EPS,-0.437,-0.538,-0.624,-0.398,0.103
Goodwill_Intangibles,149.0,152.9,160.3,189.6,
LT_Debt,39.4,42.3,126.0,115.3,0.0
Net_Income,-20.2,-20.1,-26.2,-16.7,4.3
Revenue,176.8,158.7,164.0,173.7,110.5
Shares_Diluted,46.1271,37.3318,41.9709,41.9709,41.9709
Total_Assets,215.2,221.3,220.3,266.6,
Total_Liabilities,135.3,126.6,201.9,208.4,
