AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,01/31/2017,01/31/2016,01/31/2015
Capital_Expenditures,0.0,0.1,0.1,1.4,0.6,0.4,,,
Cash_from_Operations,-3.9,-4.8,-3.0,-12.3,-4.2,-1.9,0.0,0.0,0.0
Diluted_EPS,-0.133,-0.167,-0.178,-0.321,-0.194,-0.167,-0.003,-0.001,0.0
Goodwill_Intangibles,0.1,0.1,0.1,0.1,,,,,
LT_Debt,4.1,1.3,0.3,0.2,0.2,0.1,0.0,0.0,0.0
Net_Income,-5.5,-7.3,-7.6,-11.1,-3.8,-2.5,0.0,0.0,0.0
Revenue,1.1,2.9,6.2,7.3,2.1,1.1,,,
Shares_Diluted,41.6253,43.3778,42.5867,34.7127,19.7444,14.6693,12.6883,11.2498,11.2498
Total_Assets,6.8,8.6,12.4,14.2,7.0,5.2,0.0,0.0,0.0
Total_Liabilities,7.4,3.8,4.8,2.0,0.9,2.1,0.1,0.1,0.1
