AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,31431.0,18567.0,15115.0,15102.0,13915.0,6733.0,4491.0,2523.0
Cash_from_Operations,50475.0,57683.0,38747.0,36314.0,29274.0,24216.0,16108.0,10320.0
Diluted_EPS,8.586,13.771,10.092,6.427,7.57,5.39,3.493,1.293
Goodwill_Intangibles,21203.0,19831.0,19673.0,19609.0,19595.0,20105.0,20657.0,21272.0
LT_Debt,10481.0,506.0,469.0,418.0,0.0,0.0,0.0,107.0
Net_Income,23200.0,39370.0,29146.0,18485.0,22111.0,15920.0,10188.0,3669.0
Revenue,116609.0,117929.0,85965.0,70697.0,55838.0,40653.0,27638.0,17928.0
Shares_Diluted,2702.0,2859.0,2888.0,2876.0,2921.0,2956.0,2925.0,2853.0
Total_Assets,185727.0,165987.0,159316.0,133376.0,97334.0,84524.0,64961.0,49407.0
Total_Liabilities,60014.0,41108.0,31026.0,32322.0,13207.0,10177.0,5767.0,5189.0
