AAII_YR_DATA,08/31/2022,08/31/2021,08/31/2020,08/31/2019,08/31/2018,08/31/2017,08/31/2016,08/31/2015,08/31/2014
Capital_Expenditures,48.7,11.8,77.2,108.8,56.4,31.2,4.4,7.5,1.5
Cash_from_Operations,-36.2,-28.6,-45.1,-35.1,-12.8,-9.3,-1.8,-2.8,-1.2
Diluted_EPS,-0.046,-0.51,-0.789,-0.068,0.162,-0.112,0.014,-0.024,-0.261
Goodwill_Intangibles,56.2,17.0,1.8,1.5,0.0,2.3,,,
LT_Debt,2.4,4.9,106.3,46.1,98.7,3.1,7.2,4.6,0.0
Net_Income,-14.3,-130.7,-136.2,-9.5,20.5,-10.9,0.8,-1.3,-8.3
Revenue,145.8,79.2,86.8,80.4,12.4,5.4,6.1,1.0,0.0
Shares_Diluted,308.9157,256.1199,172.6688,140.9233,126.8606,97.2061,58.6827,52.4043,31.7165
Total_Assets,577.1,554.0,435.1,428.5,302.6,92.8,53.9,14.2,8.7
Total_Liabilities,69.0,74.2,135.6,101.5,118.0,9.8,9.6,6.3,1.1
