AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,3.8,13.3,12.7,2.5,0.4,1.6,5.1,4.0
Cash_from_Operations,-89.4,-44.1,-15.4,-35.2,-25.2,-24.1,-39.1,-34.7
Diluted_EPS,-2.428,-0.782,-0.736,-0.97,-1.488,-1.836,-2.619,-1.92
Goodwill_Intangibles,119.4,135.6,148.8,153.2,161.5,172.7,183.9,195.2
LT_Debt,62.8,64.2,54.2,53.8,172.1,195.2,195.0,194.7
Net_Income,-190.1,-59.2,-53.0,-64.8,-59.0,-60.5,-76.0,-53.3
Revenue,97.9,130.6,138.1,117.2,113.0,101.9,104.4,114.7
Shares_Diluted,78.305,75.786,72.044,66.779,39.652,32.98,29.008,27.768
Total_Assets,390.3,275.2,324.8,264.8,303.6,287.4,306.4,370.1
Total_Liabilities,160.5,180.6,185.7,111.2,231.5,256.4,253.2,255.1
