AAII_YR_DATA,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013
Capital_Expenditures,136.3,114.6,100.7,113.3,86.4,191.4,114.3,62.9,52.1
Cash_from_Operations,704.7,329.6,777.6,774.6,696.7,814.2,764.4,360.6,408.6
Diluted_EPS,1.157,-1.172,-1.662,0.841,2.133,0.616,-1.035,2.33,2.347
Goodwill_Intangibles,3557.4,3561.1,3576.4,6241.0,6408.0,6303.3,6480.1,2103.8,1894.9
LT_Debt,2157.7,2041.1,3218.0,3483.7,3702.1,3702.2,4446.5,939.6,1089.1
Net_Income,173.2,-186.4,-261.1,136.5,339.4,96.1,-154.8,229.9,239.2
Revenue,13340.9,13240.0,13642.5,13878.3,18203.4,17410.8,17989.9,8356.8,8153.5
Shares_Diluted,149.676,159.005,157.044,162.261,159.135,156.073,149.605,98.65700000000001,101.94200000000001
Total_Assets,11734.0,12999.0,14550.9,14681.1,14397.0,13669.9,14014.3,6123.4,5665.6
Total_Liabilities,9021.5,9706.4,10860.3,10588.4,10400.8,10303.0,10606.5,3936.9,3644.2
