AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,762.0,820.0,694.0,762.0,772.0,752.0,632.0
Cash_from_Operations,1287.0,3330.0,1693.0,2325.0,2924.0,3799.0,3843.0
Diluted_EPS,1.296,2.252,2.429,0.674,1.016,1.03,0.882
Goodwill_Intangibles,11917.0,12043.0,12928.0,13077.0,13371.0,14583.0,11497.0
LT_Debt,5143.0,4177.0,4828.0,6772.0,6587.0,6682.0,5800.0
Net_Income,2475.0,4546.0,5146.0,1439.0,2173.0,2207.0,1915.0
Revenue,29446.0,28945.0,26134.0,27978.0,27662.0,25196.0,24929.0
Shares_Diluted,1910.0,2019.0,2119.0,2135.0,2139.0,2148.0,2154.0
Total_Assets,39148.0,40260.0,41088.0,46108.0,44441.0,43458.0,39202.0
Total_Liabilities,26371.0,24681.0,25403.0,32582.0,30489.0,28639.0,25807.0
