AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,31.5,19.8,23.6,21.0,22.7,22.9,76.5,86.4,27.4
Cash_from_Operations,20.7,47.6,83.0,14.7,61.0,101.5,85.7,76.0,75.7
Diluted_EPS,0.549,0.209,0.373,0.709,0.762,2.146,2.193,2.216,1.7990000000000002
Goodwill_Intangibles,55.4,59.6,35.2,35.3,39.3,40.2,42.7,58.1,66.4
LT_Debt,6.2,20.7,7.9,7.1,8.3,8.1,8.5,9.0,12.3
Net_Income,19.0,7.2,12.9,24.4,26.2,74.6,77.8,78.4,63.3
Revenue,643.9,486.4,546.0,575.9,588.1,538.5,499.5,447.4,356.6
Shares_Diluted,34.57,34.474,34.46,34.409,34.386,34.764,35.464,35.394,35.21
Total_Assets,867.7,820.9,703.9,616.9,653.0,584.7,529.7,439.0,377.6
Total_Liabilities,367.8,328.0,220.6,144.8,183.1,147.0,129.5,118.0,112.0
