AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,85.1,102.0,142.3,194.6,102.7,97.1,62.7,169.4,12.2,14.4
Cash_from_Operations,-5279.3,-7176.7,-5953.7,-5682.2,-7606.5,-3532.2,-1441.2,385.4,1488.7,2577.8
Diluted_EPS,-1.214,7.204,3.334,3.535,2.057,1.945,0.594,1.012,1.159,2.302
Goodwill_Intangibles,4064.8,1490.6,83.5,83.5,93.4,212.7,224.0,266.0,298.2,266.5
LT_Debt,42726.8,38577.8,33423.6,27013.3,22341.2,21193.9,18544.1,18714.6,10837.8,1908.6
Net_Income,-910.1,4560.8,1946.0,1971.7,1097.7,984.9,287.1,488.5,477.6,691.2
Revenue,6253.6,16700.7,4530.3,4561.8,2627.8,3814.7,2168.7,1043.8,1110.0,762.5
Shares_Diluted,749.505,633.0929,583.6854,557.6875,533.707,506.289,483.431,482.6992,412.0493,300.2541
Total_Assets,277077.0,264285.0,79806.5,60899.3,50743.4,45834.7,39002.9,71042.3,65872.7,51427.2
Total_Liabilities,259348.0,246703.0,66089.7,50091.8,42093.8,38648.8,33063.1,65495.2,60473.2,48705.2
