AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,0.0,0.0,0.2,0.3,0.1,0.1,0.0,0.2
Cash_from_Operations,-1.4,-1.2,-3.2,-6.5,0.6,-0.2,0.8,-0.8
Diluted_EPS,-0.22,0.005,-0.755,-0.077,-0.15,-0.047,-0.161,-1.047
Goodwill_Intangibles,1.2,1.3,1.4,1.6,1.8,2.0,2.2,2.7
LT_Debt,1.7,1.6,2.6,0.0,0.2,3.7,3.7,0.1
Net_Income,-2.9,0.1,-7.5,-0.7,-1.3,-0.4,-1.2,-6.8
Revenue,18.1,15.8,16.4,19.8,21.7,23.3,22.5,20.9
Shares_Diluted,13.281,15.45,9.898,9.603,8.899,8.189,7.413,6.464
Total_Assets,15.0,11.9,11.1,18.3,15.6,15.2,15.0,16.2
Total_Liabilities,13.9,8.6,9.9,11.0,8.4,7.8,8.5,8.9
