AAII_YR_DATA,06/30/2022,06/30/2021,06/30/2020,06/30/2019
Capital_Expenditures,6.2,1.4,1.9,0.2
Cash_from_Operations,0.5,2.9,-4.2,-1.2
Diluted_EPS,-0.129,0.205,-0.379,-0.041
Goodwill_Intangibles,16.5,4.3,1.7,2.1
LT_Debt,8.9,0.0,0.4,0.0
Net_Income,-2.1,2.9,-5.4,-0.6
Revenue,44.6,24.1,7.4,2.2
Shares_Diluted,16.2245,14.2579,14.2084,14.2084
Total_Assets,47.7,27.3,6.4,7.5
Total_Liabilities,18.9,6.0,6.2,2.8
