AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,3293.0,2408.3,1922.0,2334.0,1897.7,
Cash_from_Operations,10954.2,5248.8,4488.4,4950.3,2771.6,
Diluted_EPS,19.16,7.455,1.088,2.298,7.723,1.366
Goodwill_Intangibles,19948.5,19785.1,39402.6,19469.0,18757.2,3933.2
LT_Debt,12073.9,11420.2,14774.0,12712.8,10253.2,10951.5
Net_Income,10346.4,4258.8,620.0,1339.9,4826.1,867.1
Revenue,51169.9,37430.6,28240.4,27127.5,26522.3,24540.9
Shares_Diluted,540.01,571.289,569.686,583.102,624.9,634.9117
Total_Assets,73729.3,67472.9,63742.2,63211.4,61459.6,47193.5
Total_Liabilities,38856.9,35526.1,33533.8,32322.3,28468.7,27711.0
