AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.8,0.7,1.6,0.7,0.7,0.4,0.5,0.3,0.5,0.5
Cash_from_Operations,13.6,13.8,3.3,5.4,3.9,5.9,7.5,1.8,0.5,7.8
Diluted_EPS,0.367,0.21,0.032,0.104,0.081,0.235,0.095,-0.033,-0.031,-0.04
Goodwill_Intangibles,0.3,0.3,0.4,0.5,0.6,0.8,0.8,2.5,0.3,0.3
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0
Net_Income,11.1,6.2,0.9,3.1,2.4,7.2,2.9,-1.0,-0.9,-1.2
Revenue,131.9,131.4,124.3,95.9,78.7,72.8,69.9,55.0,47.4,23.7
Shares_Diluted,30.2862,29.6041,29.4217,29.4294,29.4527,30.5096,30.4763,29.3658,29.1005,29.1005
Total_Assets,138.9,127.8,107.7,89.2,68.9,59.3,49.4,39.4,32.3,32.3
Total_Liabilities,95.5,89.0,77.1,63.0,46.3,38.3,36.8,27.7,24.9,23.7
