AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019
Capital_Expenditures,19.7,7.7,1.3,1.0
Cash_from_Operations,-0.3,24.0,21.7,0.5
Diluted_EPS,-1.373,-0.064,0.113,0.011
Goodwill_Intangibles,243.8,461.6,117.4,112.7
LT_Debt,138.0,103.2,0.0,5.3
Net_Income,-176.7,-6.0,14.3,1.4
Revenue,611.7,562.2,215.9,102.4
Shares_Diluted,128.7167,93.2314,126.5901,126.5901
Total_Assets,509.6,687.8,189.4,145.9
Total_Liabilities,262.6,236.8,60.5,42.6
