AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,16.5,31.0,37.4,28.9,16.1,12.2,12.6,12.9,6.7,6.7
Cash_from_Operations,363.5,499.4,471.3,409.5,441.0,349.2,223.1,211.7,160.6,89.6
Diluted_EPS,2.05,2.437,4.024,3.795,3.413,2.403,1.5,1.24,1.041,0.659
Goodwill_Intangibles,598.1,609.3,639.5,217.1,218.8,220.4,434.8,222.7,242.1,233.7
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,256.1,304.5,482.6,453.5,406.9,283.7,174.0,143.4,117.4,68.8
Revenue,983.7,1025.7,1227.2,1193.5,1025.2,880.2,844.9,501.5,334.5,183.5
Shares_Diluted,124.9167,124.9655,119.9216,119.5153,119.2354,118.0589,116.0363,115.6468,112.8316,104.3292
Total_Assets,4211.6,4025.1,3363.4,2715.0,2233.1,1742.6,1331.1,1090.3,827.8,529.9
Total_Liabilities,825.9,818.4,865.3,641.6,654.9,615.6,429.7,387.9,253.0,196.2
