AAII_YR_DATA,06/30/2022,06/30/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014
Capital_Expenditures,1.8,0.8,0.3,1.0,0.0,0.0,2.4,4.2,24.0
Cash_from_Operations,-6.3,-3.4,-1.9,-1.1,-3.2,-0.1,-19.2,-15.1,3.9
Diluted_EPS,-4.596,-12.017,-9.509,228.916,,-430.073,-108.686,2.176,1.173
Goodwill_Intangibles,0.3,0.1,8.1,0.1,0.0,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-24.3,-8.1,-2.1,27.6,-82.9,-28.4,-6.8,1.4,6.8
Revenue,0.8,0.4,0.4,0.4,0.0,0.0,53.4,202.0,175.3
Shares_Diluted,5.2926,0.6768,0.2215,0.1204,0.0777,0.0661,0.0622,0.6463,5.8192
Total_Assets,114.6,67.2,22.6,10.8,67.2,135.9,176.1,225.7,206.5
Total_Liabilities,5.4,7.4,7.7,1.7,90.0,120.3,132.6,167.3,151.1
