AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1.0,1.9,0.5,0.3,1.4,0.4,0.1,0.3,0.0
Cash_from_Operations,-20.9,-16.5,-12.7,-14.7,-12.2,-8.9,-8.5,-4.1,-3.1
Diluted_EPS,-0.509,-0.449,-0.411,-0.574,-0.56,-0.517,-0.537,-0.611,-0.343
Goodwill_Intangibles,0.2,0.3,0.4,0.5,0.6,0.6,0.7,0.8,1.0
LT_Debt,3.0,3.5,3.1,3.0,2.4,1.5,0.5,0.4,0.4
Net_Income,-26.8,-20.4,-16.1,-18.0,-14.8,-11.9,-9.5,-8.2,-3.7
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,52.6559,45.2788,39.1804,31.3892,26.3896,23.0491,17.7318,13.4353,10.8324
Total_Assets,27.5,26.2,21.3,17.5,14.6,24.7,7.7,3.4,2.1
Total_Liabilities,9.5,9.8,7.1,5.3,4.7,3.6,1.7,3.1,1.4
