AAII_YR_DATA,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015
Capital_Expenditures,3.7,3.2,2.6,2.5,0.0,0.0,0.1,0.0
Cash_from_Operations,-9.1,-9.5,-4.9,-5.8,-9.3,-3.1,-3.0,-0.9
Diluted_EPS,-0.555,-0.606,-0.693,-0.728,-0.589,-0.438,-0.125,-0.22399999999999998
Goodwill_Intangibles,40.1,45.1,32.9,36.6,48.9,,,0.0
LT_Debt,26.6,19.4,13.3,15.0,3.9,0.2,0.1,0.0
Net_Income,-43.9,-41.8,-38.9,-37.8,-23.3,-14.2,-3.7,-5.9
Revenue,117.0,65.2,38.7,33.7,7.2,0.2,,7.4
Shares_Diluted,79.0849,69.0401,56.2061,51.8992,39.5955,32.5321,30.0276,25.090999999999998
Total_Assets,76.8,85.8,54.1,58.9,68.0,1.6,5.2,5.0
Total_Liabilities,87.7,77.6,61.2,49.4,29.6,5.0,5.0,2.6
