AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018
Capital_Expenditures,1.6,1.2,3.4,6.8
Cash_from_Operations,-9.6,-0.2,-7.3,-6.3
Diluted_EPS,-0.39,-0.109,-0.146,-0.116
Goodwill_Intangibles,112.5,46.5,48.7,
LT_Debt,0.1,43.3,28.1,0.0
Net_Income,-61.2,-17.0,-22.8,-18.2
Revenue,166.4,145.7,136.5,120.5
Shares_Diluted,156.9231,156.5666,156.5666,156.5666
Total_Assets,470.6,147.5,130.7,
Total_Liabilities,161.0,143.7,114.2,
