AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,48.7,30.9,37.4,33.4,37.3,224.7,85.7,20.5,18.6
Cash_from_Operations,330.4,219.8,233.8,234.4,290.7,82.1,123.8,199.3,165.4
Diluted_EPS,1.673,1.362,1.379,1.219,0.691,1.046,1.004,0.957,0.997
Goodwill_Intangibles,1071.7,1083.0,1097.1,1113.3,881.1,692.7,619.9,569.5,378.7
LT_Debt,296.7,252.8,243.7,247.9,248.8,218.7,218.3,224.1,32.2
Net_Income,277.5,226.4,238.2,190.8,95.7,134.3,116.7,103.7,100.9
Revenue,638.6,663.3,730.4,632.0,495.3,447.1,399.2,389.7,341.8
Shares_Diluted,165.929,166.177,172.687,156.539,138.513,128.301,116.255,108.365,101.198
Total_Assets,24453.6,22960.6,20411.7,19728.4,17518.3,14860.2,11991.5,11647.6,9581.7
Total_Liabilities,21441.5,19988.0,17559.2,17038.9,15363.9,13045.8,10500.4,10181.8,8419.1
