AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,0.9,0.4,0.1,,,,,
Cash_from_Operations,3.0,5.6,-0.3,-0.6,0.0,0.0,-0.1,-0.4
Diluted_EPS,0.454,0.434,-0.259,-0.48,-0.093,-0.034,-0.078,-0.518
Goodwill_Intangibles,22.3,22.3,22.3,,,,,
LT_Debt,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0
Net_Income,7.2,5.8,-1.5,-1.2,-0.2,-0.1,-0.2,-1.2
Revenue,57.4,31.7,5.3,,,,,
Shares_Diluted,15.8629,13.3598,5.9275,2.5773,2.3696,2.3696,2.3317,2.2696
Total_Assets,41.1,39.4,27.8,6.5,0.0,0.0,0.0,0.1
Total_Liabilities,6.6,12.0,6.2,0.2,0.3,0.2,0.1,0.0
