AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,70.0,63.9,83.4,125.7,138.9,81.8,80.4,96.5
Cash_from_Operations,397.4,98.1,267.3,565.7,516.4,119.5,352.1,299.3
Diluted_EPS,0.787,-1.87,-4.606,-9.119,-15.033,-7.585,-4.91,-6.049
Goodwill_Intangibles,6300.8,6166.5,7221.9,8767.8,10588.7,22941.0,8129.6,3245.8
LT_Debt,8305.6,8391.2,8224.3,8242.0,8141.4,8251.7,4100.6,3323.8
Net_Income,183.9,-422.6,-1031.5,-2035.4,-3347.1,-1495.0,-721.3,-738.3
Revenue,2903.1,2914.4,2947.1,3468.9,4010.3,3268.7,2380.7,2124.7
Shares_Diluted,233.653,226.05,223.96,223.198,222.651,197.1,146.896,113.295
Total_Assets,9264.6,9389.5,10132.4,11635.6,14275.1,19350.3,10824.2,6571.9
Total_Liabilities,9912.6,10256.1,10630.7,11150.7,11573.5,13382.3,8449.4,6045.8
