AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,5.9,5.8,4.1,2.5,1.9,2.0,0.7,0.1
Cash_from_Operations,166.2,188.2,141.6,283.2,408.3,122.0,14.2,49.9
Diluted_EPS,-1.53,-4.007,93.688,,,-261.725,127.784,113.37899999999999
Goodwill_Intangibles,1121.3,1109.9,1379.5,1748.8,2987.7,8748.0,506.4,97.9
LT_Debt,1308.6,1311.8,1328.1,0.0,3469.3,3302.6,230.0,5.1
Net_Income,-74.9,-196.0,1467.3,-1590.7,-1315.7,-31.6,11.6,2.4
Revenue,525.6,508.3,537.0,626.2,816.2,394.2,104.9,40.4
Shares_Diluted,48.9135,48.9135,15.6616,0.1705,0.1701,0.1206,0.0907,0.0214
Total_Assets,1581.0,1593.0,1830.9,2322.3,3731.6,5282.3,592.7,170.8
Total_Liabilities,1573.4,1577.9,1634.3,4232.8,4109.1,4126.1,335.1,109.2
