AAII_YR_DATA,01/02/2022,01/03/2021,12/29/2019,12/30/2018,12/31/2017,01/01/2017,01/03/2016,12/31/2014,12/31/2013
Capital_Expenditures,1.1,1.4,2.0,3.7,3.2,2.0,2.8,3.3,1.5
Cash_from_Operations,-1.5,-1.0,4.7,5.2,5.6,5.6,5.3,4.2,6.5
Diluted_EPS,0.609,-1.187,-0.579,-0.497,-0.829,1.192,1.3,1.119,2.392
Goodwill_Intangibles,4.4,4.5,4.3,4.3,4.4,4.2,4.6,4.7,4.8
LT_Debt,13.5,14.3,9.2,9.7,7.9,7.8,10.2,8.5,7.6
Net_Income,2.3,-4.4,-2.2,-1.9,-3.1,4.5,5.0,4.2,9.0
Revenue,71.7,60.2,91.1,99.6,98.1,100.4,99.8,98.3,94.8
Shares_Diluted,3.736,3.736,3.7367,3.738,3.741,3.7739,3.808,3.7876,3.754
Total_Assets,64.5,65.4,65.8,60.8,62.7,58.6,58.3,52.9,49.5
Total_Liabilities,55.8,59.1,55.0,47.3,47.3,41.7,44.0,42.4,40.2
