AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,17.1,12.4,7.5,5.4,56.9,3.1,1.9,4.9,5.6,1.5
Cash_from_Operations,-8.0,7.5,21.5,16.2,12.7,9.7,5.0,-10.4,-10.8,-1.0
Diluted_EPS,-1.096,-0.885,-0.163,-0.052,-0.029,-0.051,-0.242,-0.623,-1.6369999999999998,-0.308
Goodwill_Intangibles,66.0,55.4,60.2,7.7,8.1,5.0,4.9,4.9,4.8,4.9
LT_Debt,68.4,0.0,0.0,26.1,12.9,9.3,4.8,0.0,14.9,25.2
Net_Income,-44.7,-35.5,-5.8,-1.8,-0.9,-1.5,-6.9,-17.2,-21.2,-8.2
Revenue,905.2,699.0,502.0,383.9,304.0,242.7,188.2,147.0,115.9,83.8
Shares_Diluted,40.7654,40.1375,35.8589,34.6453,31.9612,29.5883,28.5276,27.6384,12.9345,26.5587
Total_Assets,671.6,562.6,498.3,257.2,207.5,105.9,82.3,70.9,98.3,51.7
Total_Liabilities,366.3,230.4,158.3,120.4,78.3,57.4,37.6,25.6,39.0,52.9
