AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1.7,2.0,5.8,3.3,1.4,1.9,0.5,3.8
Cash_from_Operations,27.9,18.2,15.4,8.3,24.8,26.9,13.0,7.2
Diluted_EPS,-0.455,0.65,0.569,0.272,0.136,0.35,-1.717,0.366
Goodwill_Intangibles,67.8,70.4,73.1,78.9,86.5,130.2,85.8,140.6
LT_Debt,62.3,75.3,76.1,0.0,135.7,139.1,77.6,75.0
Net_Income,-5.5,11.9,9.0,3.2,1.6,4.1,-20.3,4.3
Revenue,206.0,401.6,315.0,286.3,298.0,371.2,404.4,249.1
Shares_Diluted,12.181,18.289,15.757,11.8806,12.0031,11.8316,11.826,11.825999999999999
Total_Assets,120.0,157.3,152.9,163.2,167.5,190.9,189.8,240.6
Total_Liabilities,76.7,104.2,102.2,157.1,153.2,160.2,116.0,235.8
