AAII_YR_DATA,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014
Capital_Expenditures,51.0,32.2,32.5,29.1,34.8,44.5,66.2,91.1,97.4
Cash_from_Operations,172.4,596.2,286.3,359.5,327.4,199.3,125.8,169.7,310.0
Diluted_EPS,16.264,13.468,9.624,8.839,3.575,0.176,3.701,4.658,4.118
Goodwill_Intangibles,53.7,55.9,62.0,65.5,71.8,79.1,211.0,215.7,219.3
LT_Debt,0.0,0.0,30.3,30.9,31.5,32.1,32.6,33.2,0.0
Net_Income,451.9,382.6,276.1,264.3,114.4,5.7,122.3,161.8,143.0
Revenue,3150.3,2545.6,2132.7,2020.4,1903.3,1790.1,1875.2,1817.1,1851.3
Shares_Diluted,27.789,28.406,28.694,29.903,31.996,32.355,33.039,34.733000000000004,34.733000000000004
Total_Assets,2332.3,2167.7,1765.1,1427.2,1264.4,1191.8,1278.1,1169.9,1064.2
Total_Liabilities,793.4,723.5,625.0,382.1,323.6,237.5,310.6,232.9,175.4
