AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,18.0,9.8,8.0,10.9,10.9,7.8,6.9,8.3,13.3,21.0
Cash_from_Operations,13.7,45.4,51.2,62.2,41.2,43.3,53.4,40.7,29.0,50.4
Diluted_EPS,0.429,1.143,0.965,1.371,1.531,1.017,0.954,0.959,1.376,1.147
Goodwill_Intangibles,507.1,33.1,34.2,35.0,36.2,37.9,42.9,41.1,39.9,31.5
LT_Debt,419.4,0.2,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,11.2,29.9,25.2,35.8,40.0,26.6,24.9,25.1,36.1,30.1
Revenue,521.0,378.3,349.0,398.2,414.3,379.4,382.1,406.2,434.9,391.7
Shares_Diluted,26.09,26.1194,26.0926,26.1272,26.1121,26.1009,26.0877,26.1921,26.2568,26.2493
Total_Assets,872.8,420.8,394.5,382.8,368.3,395.0,382.8,364.2,380.9,355.6
Total_Liabilities,541.6,90.8,78.9,74.9,75.2,69.5,79.9,77.2,98.9,91.5
