AAII_YR_DATA,08/31/2020,08/31/2019,08/31/2018,08/31/2017,08/31/2016,08/31/2015,08/31/2014
Capital_Expenditures,0.5,1.2,2.5,1.8,0.5,0.7,0.4
Cash_from_Operations,7.6,-9.8,19.9,11.0,-0.6,3.2,-4.3
Diluted_EPS,0.017,0.032,0.254,0.032,0.057,0.016,0.077
Goodwill_Intangibles,13.3,17.7,19.8,20.5,13.9,13.3,13.3
LT_Debt,99.8,102.1,87.1,26.0,28.7,0.5,0.5
Net_Income,1.2,2.6,19.9,2.4,3.9,1.0,5.2
Revenue,62.5,71.0,74.9,53.6,36.1,32.2,30.9
Shares_Diluted,74.2376,81.0252,78.445,74.4815,68.4372,64.84,67.1463
Total_Assets,452.8,389.7,340.8,166.9,102.3,80.7,41.7
Total_Liabilities,401.5,338.2,291.4,137.2,78.3,60.1,23.3
