AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,204.3,141.1,384.6,345.1,250.8,199.8,265.4,307.3,212.3
Cash_from_Operations,-3692.6,-416.3,-473.7,-552.0,214.9,-91.9,295.0,-36.6,736.3
Diluted_EPS,8.949,6.191,7.027,6.629,5.109,3.527,4.213,4.2189999999999985,4.592
Goodwill_Intangibles,1299.7,1262.7,1375.2,1443.4,729.0,742.9,648.0,584.1,537.7
LT_Debt,168.0,1959.0,303.0,300.3,179.6,190.7,264.2,378.4,382.5
Net_Income,613.8,432.4,497.5,441.9,331.1,229.8,285.2,289.2,313.2
Revenue,1179.9,1269.0,1532.0,1228.4,972.8,829.1,766.8,732.2,745.4
Shares_Diluted,68.5943,69.8442,70.8026,66.6623,64.8063,65.1439,67.6917,68.5448,68.2055
Total_Assets,50249.4,46671.1,42172.0,38020.5,32272.2,32772.3,31476.1,29089.7,27015.4
Total_Liabilities,44885.7,41404.8,37316.2,33588.4,28776.8,29497.4,28245.6,25787.5,23995.4
