AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,1648.6,1147.9,1521.5,875.4,979.9,
Cash_from_Operations,4586.1,4970.5,3744.0,3075.3,2389.4,
Diluted_EPS,1.647,1.514,0.984,0.655,1.671,1.29
Goodwill_Intangibles,27692.1,26506.5,25425.4,28337.1,22613.9,
LT_Debt,9906.6,8905.1,10493.4,9247.6,7115.5,0.0
Net_Income,3581.4,3289.6,2139.6,1421.4,3633.1,2805.1
Revenue,23939.4,21199.0,18880.6,17392.5,15975.4,15631.9
Shares_Diluted,2173.89,2172.831,2173.961,2171.053,2173.969,2173.89
Total_Assets,52252.8,48845.8,45005.9,47175.7,39721.0,
Total_Liabilities,24334.6,25869.0,26758.5,27937.6,21200.0,
