AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,12.5,11.5,11.9,11.3,12.1,6.2
Cash_from_Operations,13.0,0.8,25.1,35.1,23.8,14.1
Diluted_EPS,-0.087,-0.061,0.248,0.227,-0.132,-0.172
Goodwill_Intangibles,70.4,29.6,0.4,0.4,0.4,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-2.4,-1.8,7.1,6.5,-3.8,-4.9
Revenue,182.3,156.5,140.8,108.5,82.9,65.1
Shares_Diluted,28.0746,29.2138,28.6638,28.6638,28.6638,28.6638
Total_Assets,336.1,243.5,229.7,104.4,73.8,54.9
Total_Liabilities,237.6,134.7,126.0,100.9,76.7,59.2
