AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.3,0.6,3.0,0.4,1.3,2.0,1.1,0.6,0.3
Cash_from_Operations,21.6,12.1,14.1,13.3,13.4,8.2,6.0,6.9,9.8
Diluted_EPS,3.414,3.025,3.088,2.774,2.234,2.053,1.867,2.03,1.8219999999999998
Goodwill_Intangibles,7.0,7.1,7.3,7.4,7.6,7.7,7.9,5.4,5.4
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,11.4,10.1,10.3,9.3,7.4,6.9,5.2,5.6,5.1
Revenue,29.5,29.6,32.1,28.9,26.4,25.1,18.7,18.4,18.4
Shares_Diluted,3.3465,3.3493,3.3441,3.3354,3.3296,3.3434,2.7839,2.7556,2.7847
Total_Assets,1156.6,1017.6,827.5,794.2,759.0,743.7,715.8,472.8,444.4
Total_Liabilities,1042.8,906.9,728.7,708.3,678.0,667.9,641.4,415.6,391.2
