AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,3745.0,2340.6,2429.7,1914.6,1623.0,1738.6,1766.3,1894.6,2979.7,5912.7
Cash_from_Operations,4695.3,4843.0,6528.8,4610.5,4464.5,4216.7,4014.3,5642.7,2910.1,4372.3
Diluted_EPS,7.568,16.378,3.831,4.336,3.973,6.548,3.159,0.341,1.597,3.901
Goodwill_Intangibles,3677.2,3166.4,3381.6,3730.4,3929.8,4523.7,4627.4,4740.3,5852.2,5336.9
LT_Debt,9928.5,10265.6,9359.6,9439.0,7603.2,7496.9,9576.1,9519.1,12968.9,14015.0
Net_Income,2388.7,5024.0,1212.5,1389.6,1271.4,2095.4,1010.9,109.2,509.7,1217.3
Revenue,64410.2,58012.6,43922.5,48918.8,49383.1,46097.9,40343.5,43062.3,55044.8,55589.2
Shares_Diluted,315.6256,306.7532,316.484,320.4552,320.0024,319.9944,319.9856,319.9752,319.206,312.0388
Total_Assets,74789.2,69518.4,60106.1,60084.6,59468.7,60059.0,60619.9,59502.5,72967.0,76357.0
Total_Liabilities,34879.9,31193.6,26414.3,26286.0,26506.5,26822.0,28416.1,28988.3,37643.6,38548.9
