AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,79.2,51.1,61.7,85.7,67.0,81.9,78.8
Cash_from_Operations,83.6,45.6,43.7,101.9,267.9,257.8,80.2
Diluted_EPS,-0.059,-5.24,-5.708,1.267,1.796,0.976,0.093
Goodwill_Intangibles,1071.7,1077.8,1647.7,2285.1,2263.6,2215.7,2220.4
LT_Debt,1351.2,1329.8,1507.3,1625.3,1535.7,1539.6,1646.1
Net_Income,-6.5,-528.2,-532.5,123.3,214.9,117.5,10.5
Revenue,2171.1,1850.7,2348.8,2427.5,2371.6,2283.4,2294.5
Shares_Diluted,110.9809,100.8049,93.2957,97.2711,119.894,120.3697,112.9438
Total_Assets,2711.9,2806.5,3595.3,3642.3,3454.8,3394.0,3292.4
Total_Liabilities,2629.2,2755.7,3065.6,2599.0,2486.3,2377.2,2379.4
