AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019
Capital_Expenditures,1.1,2.0,0.3,0.0
Cash_from_Operations,-68.7,-44.6,-20.6,-2.8
Diluted_EPS,-2.02,-1.764,-0.439,-0.533
Goodwill_Intangibles,25.3,36.0,36.8,38.3
LT_Debt,0.0,0.0,0.0,0.0
Net_Income,-78.0,-68.1,-16.5,-20.1
Revenue,7.4,7.5,13.7,10.3
Shares_Diluted,38.606,38.5886,37.6695,37.6695
Total_Assets,147.0,229.0,134.0,61.7
Total_Liabilities,29.1,39.1,20.4,28.3
