AAII_YR_DATA,06/30/2022,06/30/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014
Capital_Expenditures,1.5,3.7,2.7,2.5,4.6,1.1,0.6,1.2,1.9
Cash_from_Operations,8.0,16.3,18.3,17.8,13.3,6.6,6.0,13.2,12.1
Diluted_EPS,0.239,0.904,0.791,0.496,0.408,0.114,0.42,0.504,0.7140000000000001
Goodwill_Intangibles,0.6,0.7,0.9,1.0,1.1,1.2,1.7,3.8,4.0
LT_Debt,0.0,0.0,0.0,0.0,3.4,5.5,7.5,10.5,25.1
Net_Income,3.1,12.9,11.5,7.4,5.8,1.6,6.1,7.1,11.4
Revenue,206.4,220.2,232.9,226.0,203.2,199.5,206.5,190.3,214.0
Shares_Diluted,13.069,14.268,14.599,14.98,14.136,14.118,14.531,14.15,15.9427
Total_Assets,70.7,78.7,58.9,55.3,51.1,45.2,50.9,39.8,54.0
Total_Liabilities,39.2,41.9,25.6,28.1,29.2,30.7,40.2,36.5,50.0
