AAII_YR_DATA,11/30/2022,11/30/2021,11/30/2020,11/30/2019,11/30/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,224.3,165.6,177.0,232.2,325.7,123.0,256.7,295.9,600.8,166.1
Cash_from_Operations,1804.8,1573.0,2075.9,-827.8,691.1,785.2,567.2,-761.8,-987.2,702.3
Diluted_EPS,3.029,6.106,2.633,3.025,2.896,0.453,0.338,0.738,0.534,1.048
Goodwill_Intangibles,1875.6,1897.5,1913.5,1922.9,1890.1,2463.2,2513.7,4384.7,2720.8,2768.6
LT_Debt,10937.9,13738.2,11765.8,11532.7,9276.8,9040.3,8531.9,21415.5,22628.7,21826.5
Net_Income,774.2,1657.4,764.8,954.0,1017.2,166.7,125.4,274.9,199.5,364.2
Revenue,7176.4,8937.6,6955.9,5081.5,4788.0,4870.7,3848.0,11621.0,12281.6,10755.4
Shares_Diluted,255.571,271.501,290.49,317.032,351.275,368.197,371.211,372.431,373.333,347.7340000000001
Total_Assets,51057.7,60404.1,53118.4,49460.2,47131.1,47169.1,45071.3,46331.2,52623.9,47866.8
Total_Liabilities,40824.8,49850.4,43714.5,39880.5,37070.2,37063.2,34943.2,35930.0,42321.8,37764.3
