AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,89.7,127.2,197.5,245.6,116.7,81.9,91.8,114.2,140.7,125.6
Cash_from_Operations,3056.0,2402.4,2715.6,2672.8,2440.8,1751.1,1732.0,1515.3,1291.4,1280.5
Diluted_EPS,7.398,7.291,5.872,5.908,5.708,11.943,4.526,3.691,3.354,2.9210000000000003
Goodwill_Intangibles,30927.5,31235.3,32839.4,33035.5,33480.7,27090.6,27186.1,27282.2,27381.7,27485.5
LT_Debt,3490.2,2771.6,3527.6,3834.7,3826.8,2233.1,2231.2,2229.3,2107.9,2107.2
Net_Income,2657.2,2617.1,2105.2,2116.5,1962.2,4063.4,1534.1,1247.0,1127.1,976.8
Revenue,5019.4,4689.7,4883.6,4868.0,4309.4,3644.7,3595.2,3326.8,3112.5,2936.3
Shares_Diluted,359.181,358.929,358.524,358.239,343.737,340.226,338.966,337.894,336.0630000000001,334.398
Total_Assets,174176.0,196780.0,124660.0,75215.3,77475.7,75791.2,69369.4,67359.4,72241.5,54277.8
Total_Liabilities,147297.0,169381.0,98339.7,49086.4,51557.2,53379.4,49028.7,46807.6,51318.0,33123.0
