AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,106.2,113.7,92.6,70.6,56.4,39.6,24.7,17.3,11.8
Cash_from_Operations,336.4,516.5,480.1,412.5,401.3,264.4,282.4,229.1,177.2
Diluted_EPS,1.355,10.371,3.195,4.455,2.592,2.828,3.132,2.734,2.584
Goodwill_Intangibles,2054.3,2104.2,2609.0,2189.6,1906.8,1682.4,1634.5,1160.3,947.5
LT_Debt,999.1,1036.0,1182.2,1062.9,1013.1,1001.9,601.7,592.2,593.5
Net_Income,63.7,496.4,150.5,218.4,126.8,137.6,150.2,131.5,121.7
Revenue,1391.0,1416.7,1158.8,1050.5,1207.3,1117.8,874.3,720.8,599.0
Shares_Diluted,47.0258,47.8627,47.1156,49.0257,48.9278,48.669,47.9632,48.0878,47.1065
Total_Assets,3533.3,3770.3,3665.3,3505.8,2560.8,2453.1,2062.3,1783.7,1705.2
Total_Liabilities,1640.7,1802.5,2454.3,2194.7,1525.1,1432.8,1147.8,893.5,885.0
