AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,9.9,57.7,84.6,82.1,103.7,108.9,131.4
Cash_from_Operations,-511.1,-549.6,1790.2,440.9,869.6,-1738.5,-1223.1
Diluted_EPS,0.835,0.876,-3.387,0.465,0.63,0.21,0.009
Goodwill_Intangibles,867.2,874.2,898.4,2022.2,2017.3,2006.5,2072.0
LT_Debt,15362.6,14073.0,12284.3,10504.5,9554.4,9359.4,7444.7
Net_Income,542.2,349.7,-1156.8,158.8,215.1,71.8,2.6
Revenue,3910.0,2050.1,1899.3,2149.9,2123.3,2030.1,1864.4
Shares_Diluted,649.012,399.2407,341.6047,341.6047,341.6047,341.6047,276.7767
Total_Assets,50630.4,47320.9,44548.3,42175.5,36819.6,35075.9,36382.7
Total_Liabilities,46480.2,43121.0,41654.0,37992.9,32663.9,31088.6,32415.8
