AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018
Capital_Expenditures,0.1,0.0,
Cash_from_Operations,-19.9,-11.6,
Diluted_EPS,-0.717,-0.187,
Goodwill_Intangibles,1.1,1.3,
LT_Debt,0.1,1.8,0.0
Net_Income,-60.6,-14.9,
Revenue,20.3,7.2,
Shares_Diluted,84.5654,79.8231,
Total_Assets,347.0,9.2,
Total_Liabilities,158.1,22.9,
