AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.1,0.6,0.7,0.4,1.0,0.8,1.1
Cash_from_Operations,2.7,1.4,0.5,0.0,-4.2,-6.4,1.7
Diluted_EPS,-0.718,-0.102,-0.448,-1.536,-3.932,-2.872,-0.732
Goodwill_Intangibles,2.6,2.7,2.5,1.9,1.9,2.8,3.7
LT_Debt,0.0,2.8,0.2,5.4,6.5,3.2,1.0
Net_Income,-2.1,-0.3,-1.1,-2.9,-7.2,-5.0,-1.1
Revenue,19.8,23.3,21.3,22.3,24.5,26.0,23.7
Shares_Diluted,2.875,2.688,2.442,1.903,1.838,1.7516,1.4392
Total_Assets,14.1,14.9,16.6,16.7,16.4,22.3,15.5
Total_Liabilities,9.0,7.9,11.0,12.6,12.6,11.3,6.3
