AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,189.1,223.4,118.8,152.9,5.2,59.4
Cash_from_Operations,24.7,17.2,9.4,8.9,5.6,5.3
Diluted_EPS,2.173,0.886,0.112,0.394,0.441,0.309
Goodwill_Intangibles,60.4,58.8,36.9,22.4,10.6,11.5
LT_Debt,267.1,267.7,106.8,0.0,0.0,0.0
Net_Income,29.7,10.0,1.0,3.6,4.0,2.8
Revenue,45.2,30.1,19.2,13.2,11.7,8.5
Shares_Diluted,13.6795,11.2462,8.8122,9.1266,9.1069,9.1069
Total_Assets,573.4,505.5,262.2,164.2,126.6,126.0
Total_Liabilities,311.8,309.0,135.5,26.6,2.4,5.6
