AAII_YR_DATA,08/31/2022,08/31/2021,08/31/2020,08/31/2019,08/31/2018
Capital_Expenditures,0.9,0.4,0.1,0.1,0.0
Cash_from_Operations,-8.1,-6.1,-0.3,-0.1,0.1
Diluted_EPS,-1.167,-1.509,-0.21,0.021,-0.017
Goodwill_Intangibles,7.7,7.6,,,
LT_Debt,1.5,1.8,0.7,0.1,0.0
Net_Income,-9.7,-11.2,-1.7,0.2,-0.1
Revenue,5.4,2.6,1.8,2.1,0.9
Shares_Diluted,8.3181,7.4129,8.0403,8.0403,8.0403
Total_Assets,21.5,28.7,2.7,1.4,
Total_Liabilities,3.8,3.9,2.1,1.5,
