AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,,,,,,32.1,54.4
Cash_from_Operations,-5.9,-2.5,4.0,8.2,17.9,14.6,11.3
Diluted_EPS,-0.368,0.674,-5.465,-2.155,-1.115,1.021,0.156
Goodwill_Intangibles,0.0,4.7,,,,,
LT_Debt,0.0,0.0,101.8,111.2,131.6,147.5,127.7
Net_Income,-8.5,14.9,-42.2,-16.7,-8.1,7.4,1.2
Revenue,1.9,6.3,16.0,43.4,30.5,34.5,25.4
Shares_Diluted,22.9882,22.0841,7.7294,7.7294,7.2463,7.2479,7.8335
Total_Assets,12.6,60.2,93.4,149.6,217.2,236.4,218.7
Total_Liabilities,4.6,57.8,111.0,126.3,175.9,189.0,176.2
