AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,938.6,916.1,1105.2,1043.4,897.6,633.8,610.0,631.8,1262.4
Cash_from_Operations,1135.2,1957.6,1224.9,788.7,951.6,1099.2,831.6,849.3,774.7
Diluted_EPS,0.174,1.059,0.569,-0.019,0.354,-0.085,-0.859,-1.019,-3.2769999999999997
Goodwill_Intangibles,158.8,158.8,158.8,162.7,162.7,162.7,162.7,162.7,308.0
LT_Debt,1625.0,1470.5,1876.3,1735.0,1732.6,1733.2,1731.9,1998.1,2059.6
Net_Income,221.2,1342.4,718.6,-23.6,445.4,-104.0,-984.5,-1166.5,-3742.7
Revenue,3729.4,4213.4,3497.3,3212.6,3303.0,3472.0,3052.2,3466.3,3779.5
Shares_Diluted,1269.1,1267.97,1262.344,1249.5,1257.0,1227.0,1146.0,1144.3,1142.1
Total_Assets,10428.1,10933.2,9076.0,8063.8,8157.2,7979.3,7735.4,8951.4,10286.7
Total_Liabilities,3847.2,4336.7,3757.5,3557.1,3573.6,3833.8,3846.1,4108.4,4272.7
