AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.2,0.3,0.1,0.1,0.0,0.2,0.7,0.2
Cash_from_Operations,-1.2,-3.2,-6.5,0.6,-0.2,0.8,-0.8,1.6,1.9
Diluted_EPS,0.005,-0.755,-0.077,-0.15,-0.047,-0.161,-1.047,-0.145,-0.454
Goodwill_Intangibles,1.3,1.4,1.6,1.8,2.0,2.2,2.7,3.1,3.5
LT_Debt,1.6,2.6,0.0,0.2,3.7,3.7,0.1,3.6,3.9
Net_Income,0.1,-7.5,-0.7,-1.3,-0.4,-1.2,-6.8,-0.9,-2.8
Revenue,15.8,16.4,19.8,21.7,23.3,22.5,20.9,29.1,27.9
Shares_Diluted,15.45,9.898,9.603,8.899,8.189,7.413,6.464,6.223,6.216
Total_Assets,11.9,11.1,18.3,15.6,15.2,15.0,16.2,21.2,22.6
Total_Liabilities,8.6,9.9,11.0,8.4,7.8,8.5,8.9,7.5,7.6
