AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,17.2,18.5,17.9,12.7,8.1,10.3,8.1,6.6,10.5
Cash_from_Operations,326.0,190.4,161.2,242.8,155.9,148.5,102.2,80.4,135.6
Diluted_EPS,4.996,3.573,4.135,3.521,2.646,3.221,2.83,2.192,2.044
Goodwill_Intangibles,615.9,624.4,501.8,470.2,297.7,186.3,154.8,69.5,68.5
LT_Debt,371.2,456.0,272.9,271.5,248.3,251.6,216.0,240.9,176.7
Net_Income,211.9,133.5,149.1,117.0,75.2,80.1,59.2,41.1,35.7
Revenue,588.8,536.6,514.3,465.8,363.7,326.5,266.0,237.0,199.5
Shares_Diluted,42.411,37.357,36.062,33.213,28.426,24.873,20.929,18.742,17.46
Total_Assets,19274.5,17908.3,13209.6,11408.0,9810.7,8247.1,7694.8,6051.8,5923.7
Total_Liabilities,17092.4,15829.1,11631.5,10082.8,8819.3,7506.2,7031.6,5555.5,5484.3
