AAII_YR_DATA,06/30/2022,06/30/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014
Capital_Expenditures,7.4,7.0,8.8,7.7,2.4,0.0,0.0,0.0,0.1
Cash_from_Operations,29.3,-19.0,13.2,2.7,-3.8,-10.5,-34.6,-60.0,74.3
Diluted_EPS,-0.556,-0.283,-0.51,-0.115,-0.456,-0.925,1.001,-4.437,0.048
Goodwill_Intangibles,71.6,59.5,65.1,68.0,9.4,4.1,,,
LT_Debt,101.7,68.9,96.9,90.0,58.9,2.9,0.0,29.9,25.7
Net_Income,-14.9,-7.3,-13.0,-2.9,-11.1,-15.2,9.4,-41.8,0.4
Revenue,68.0,60.9,59.0,51.2,5.9,4.9,0.0,0.0,0.0
Shares_Diluted,26.784,25.722,25.418,25.21,24.277,16.433,9.412,9.412,8.999
Total_Assets,168.1,161.9,195.4,182.7,133.6,76.7,80.9,88.9,150.4
Total_Liabilities,134.6,118.6,134.7,121.7,69.2,10.5,44.1,65.4,87.4
