AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,33.8,22.1,80.1,136.1,63.0,25.3,115.2,78.7
Cash_from_Operations,797.3,729.8,570.8,528.5,425.4,330.3,252.6,14.8
Diluted_EPS,1.869,1.027,-0.619,-0.128,-1.352,-0.285,-0.536,-0.832
Goodwill_Intangibles,491.6,410.2,270.4,281.9,111.2,115.9,120.2,129.1
LT_Debt,1525.7,1538.0,171.6,138.2,89.9,71.6,129.6,181.2
Net_Income,553.2,335.8,-256.3,-52.7,-484.9,-111.7,-210.2,-325.9
Revenue,2324.9,2157.9,1913.9,1661.3,1391.7,1106.8,844.8,603.8
Shares_Diluted,363.3,395.8,414.3,411.6,358.6,391.903,391.903,391.903
Total_Assets,3110.1,3091.3,2387.2,2699.2,1694.1,1019.9,1004.2,1010.5
Total_Liabilities,3419.5,3385.2,2053.4,1890.8,1017.3,917.0,881.4,824.9
