AAII_YR_DATA,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013
Capital_Expenditures,260.0,326.0,468.0,536.0,577.0,437.0,478.0,624.0,659.0
Cash_from_Operations,244.0,243.0,308.0,679.0,746.0,-1034.0,397.0,797.0,864.0
Diluted_EPS,11.578,-5.832,-5.246,-18.06,9.34,-16.499,4.904,3.28,1.9980000000000002
Goodwill_Intangibles,2767.0,2500.0,2555.0,2642.0,3058.0,2292.0,2289.0,2499.0,
LT_Debt,3512.0,4097.0,3708.0,3422.0,3440.0,3442.0,35.0,46.0,58.0
Net_Income,1108.0,-547.0,-491.0,-1685.0,877.0,-1546.0,460.0,307.0,187.0
Revenue,13680.0,12670.0,16526.0,17439.0,16213.0,16790.0,20023.0,22041.0,20470.0
Shares_Diluted,95.7,93.8,93.6,93.3,93.9,93.7,93.8,93.5933,93.5933
Total_Assets,10778.0,10261.0,10342.0,10942.0,13170.0,12956.0,10437.0,11206.0,11387.0
Total_Liabilities,8402.0,9048.0,8494.0,8550.0,8891.0,8780.0,4811.0,5753.0,
