AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,0.1,0.0,0.0,0.0,0.2,2.8,5.3
Cash_from_Operations,1.8,15.6,3.0,-10.1,-6.4,-48.9,-148.1
Diluted_EPS,0.523,0.572,-0.151,0.02,-0.948,-3.557,-2.299
Goodwill_Intangibles,120.4,122.3,121.9,126.8,126.8,126.5,126.6
LT_Debt,0.0,0.0,0.0,0.0,161.0,156.0,135.5
Net_Income,10.0,11.5,-3.3,0.5,-21.9,-81.9,-52.4
Revenue,9.6,29.4,14.4,36.3,10.1,8.3,193.6
Shares_Diluted,19.132,20.154,22.074,23.122,23.054,23.014,22.802
Total_Assets,180.4,181.1,180.2,214.4,675.8,662.1,804.4
Total_Liabilities,2.2,2.8,3.6,7.2,347.8,315.7,379.0
