AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.5,0.3,0.3,0.1,0.0,0.0,0.0
Cash_from_Operations,1.7,1.5,-0.6,0.7,-1.4,-0.5,1.3
Diluted_EPS,5.374,6.812,11.054,1.391,-36.16,-353.646,
Goodwill_Intangibles,1.6,1.8,2.0,,,,
LT_Debt,3.6,4.2,7.0,0.0,0.0,0.0,0.5
Net_Income,1.7,2.0,3.1,0.3,-1.4,-0.6,-4.4
Revenue,44.4,43.2,18.4,9.4,27.0,26.3,25.8
Shares_Diluted,0.3136,0.2974,0.2793,0.1801,0.0382,0.0018,0.0017
Total_Assets,20.6,18.3,16.3,11.3,12.1,11.9,11.7
Total_Liabilities,12.1,10.0,10.6,12.5,13.5,12.4,11.6
