AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,74.8,29.5,31.7,37.4,22.3,16.6,21.2,16.6
Cash_from_Operations,155.6,96.9,78.2,77.3,63.1,68.2,8.4,18.7
Diluted_EPS,-1.197,-1.612,-2.192,-1.776,2.254,-0.351,-0.691,-0.447
Goodwill_Intangibles,413.3,272.8,284.9,327.4,432.1,141.0,89.9,5.9
LT_Debt,405.7,258.7,447.8,422.3,398.5,171.7,0.0,0.0
Net_Income,-59.7,-72.9,-95.8,-74.9,99.5,-13.6,-22.6,-13.2
Revenue,683.0,365.6,294.5,348.2,266.3,192.7,96.1,102.7
Shares_Diluted,49.9012,45.2267,43.6906,42.1652,44.1249,38.5803,32.7079,29.493
Total_Assets,1008.2,976.0,889.9,917.5,990.6,505.0,278.5,182.3
Total_Liabilities,654.5,629.4,523.2,506.1,528.1,214.4,39.3,22.9
