AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,13.4,10.1,25.3,51.6,38.5,31.2,89.5,6.8
Cash_from_Operations,25.6,25.1,19.9,30.8,28.5,39.6,23.2,13.2
Diluted_EPS,1.229,-0.606,-0.095,0.72,0.778,0.739,0.625,0.7879999999999999
Goodwill_Intangibles,12.9,14.7,40.7,42.6,44.5,46.3,48.0,0.0
LT_Debt,48.0,79.1,98.3,91.0,73.1,73.2,73.5,11.8
Net_Income,31.2,-15.0,-2.3,18.0,19.4,18.6,15.6,19.5
Revenue,208.6,259.0,287.9,245.1,212.4,242.0,289.6,236.2
Shares_Diluted,25.356,24.698,24.438,25.129,24.982,25.181,24.896,24.745
Total_Assets,316.8,301.8,330.0,327.3,290.5,257.8,232.1,143.7
Total_Liabilities,112.7,130.7,145.1,142.6,126.4,115.7,111.0,40.7
