AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,824.3,673.7,484.6,217.8,93.4,,
Cash_from_Operations,565.4,-410.6,301.6,-311.8,-694.5,,
Diluted_EPS,-0.052,-1.083,-0.324,-0.448,-0.64,-0.36,-0.288
Goodwill_Intangibles,,9.7,4.2,4.0,4.3,,
LT_Debt,537.9,283.2,948.4,773.7,688.4,276.4,34.7
Net_Income,-92.0,-1542.6,-555.9,-768.3,-1097.5,-617.0,-494.5
Revenue,20582.6,18406.4,11967.3,6273.3,4053.6,2403.6,1674.6
Shares_Diluted,1764.598,1423.887,1715.141,1715.141,1715.141,1715.141,1715.141
Total_Assets,9512.9,8641.8,5067.3,3229.9,1652.1,1028.7,880.9
Total_Liabilities,7099.0,6465.9,5670.6,3294.2,2404.8,1264.2,583.1
