AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
Capital_Expenditures,0.2,,,,
Cash_from_Operations,2.0,-0.7,-0.1,0.0,0.0
Diluted_EPS,-0.175,-0.134,-0.019,-0.001,-0.001
Goodwill_Intangibles,16.2,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0
Net_Income,-7.0,-0.8,-0.1,0.0,0.0
Revenue,87.1,,,,
Shares_Diluted,39.8603,6.05,6.05,5.29,5.29
Total_Assets,72.1,46.5,0.2,0.5,0.0
Total_Liabilities,5.3,2.0,0.3,0.5,0.0
