AAII_YR_DATA,04/30/2022,04/30/2021,04/30/2020,04/30/2019,04/30/2018,04/30/2017,04/30/2016,04/30/2015,04/30/2014
Capital_Expenditures,0.0,0.0,0.0,0.0,0.4,1.3,0.2,0.1,0.2
Cash_from_Operations,24.6,16.4,13.7,11.5,9.9,4.0,2.0,1.4,3.5
Diluted_EPS,2.496,2.426,1.549,1.24,1.519,1.066,0.745,0.743,0.688
Goodwill_Intangibles,0.1,0.1,0.1,0.1,0.2,1.0,5.0,6.8,6.9
LT_Debt,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,23.8,23.3,14.9,12.0,14.7,10.4,7.3,7.3,6.8
Revenue,40.5,40.4,40.3,36.3,35.9,34.6,34.5,35.5,36.3
Shares_Diluted,9.5444,9.5969,9.6469,9.6838,9.7033,9.722,9.7815,9.8136,9.8392
Total_Assets,128.7,121.1,109.7,91.8,86.8,86.7,86.5,87.4,86.9
Total_Liabilities,49.1,54.1,56.2,44.3,43.2,48.9,51.9,53.0,53.6
