AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,3075.0,2788.0,2312.0,2807.0,2790.0,2436.0,2352.0,2440.0,2366.0
Cash_from_Operations,4493.0,4161.0,4321.0,4526.0,4288.0,3938.0,3957.0,3747.0,3698.0
Diluted_EPS,3.32,3.079,3.146,3.982,3.99,3.569,1.615,2.596,2.594
Goodwill_Intangibles,16282.0,16305.0,12899.0,12828.0,11110.0,11149.0,11035.0,17564.0,10721.0
LT_Debt,31571.0,18758.0,18308.0,17462.0,13390.0,12692.0,15330.0,15870.0,13824.0
Net_Income,1680.0,1558.0,1592.0,2043.0,2059.0,1845.0,835.0,1342.0,1341.0
Revenue,15396.0,14655.0,13916.0,15073.0,15096.0,14369.0,13702.0,13414.0,12850.0
Shares_Diluted,506.0,506.0,506.0,513.0,516.0,517.0,517.0,517.0,517.0
Total_Assets,55655.0,41963.0,38854.0,37019.0,31918.0,30490.0,29811.0,29189.0,26522.0
Total_Liabilities,45563.0,31431.0,29281.0,27603.0,23739.0,22994.0,23527.0,23553.0,21041.0
