AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,26.6,65.4,57.3,16.8,53.3,0.2
Cash_from_Operations,8268.2,-9957.0,56.4,-3496.0,-926.2,-754.6
Diluted_EPS,0.451,0.664,32.807,4.026,0.886,1.112
Goodwill_Intangibles,4453.3,3315.0,1756.9,731.4,368.1,207.5
LT_Debt,9567.3,17995.1,8100.7,5589.6,2513.0,1778.8
Net_Income,41.7,98.4,3382.5,415.1,91.3,114.6
Revenue,2088.5,3558.1,4938.6,1278.4,593.3,495.3
Shares_Diluted,92.4752,1603.158,103.1042,103.1042,103.1042,103.1042
Total_Assets,13600.6,22528.4,11493.5,6654.1,3080.1,2172.1
Total_Liabilities,13457.1,22386.0,9119.2,5992.8,2761.0,1939.0
