AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,,,0.0,0.1,,0.2,0.1,
Cash_from_Operations,-0.5,-1.1,-1.0,-4.7,-3.6,-5.8,-2.0,-0.4
Diluted_EPS,-0.154,-0.363,-0.817,-1.806,-17.933,-21.31,-14.315,-0.734
Goodwill_Intangibles,8.4,8.4,8.4,8.6,0.0,8.9,9.1,
LT_Debt,0.1,0.4,0.3,0.0,0.0,0.0,0.0,0.0
Net_Income,-1.8,-3.8,-7.4,-11.3,-14.6,-13.4,-4.2,-0.4
Revenue,4.0,4.6,5.2,5.5,0.2,0.2,0.6,
Shares_Diluted,11.9681,10.5085,9.0571,6.2638,0.8137,0.5621,0.2906,0.5263
Total_Assets,9.2,9.1,10.6,10.0,5.7,9.8,14.0,0.0
Total_Liabilities,2.5,2.7,4.9,3.1,8.6,1.6,0.3,0.4
